WILDLIFE_TYPE,SPECIES,ISSUE,ACTION,CREATED_DATE,DIVISION
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/13,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/01,GORDON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/13,GORDON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/01,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/14,FORDE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/01,REID
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/08/01,FORDE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/01,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/12,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/01,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/01,GARRAN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/11,COOMBS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/01,CALWELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/08/01,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/01,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/01,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/17,WRIGHT
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/08/01,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/17,FRASER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/02,CONDER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/17,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/08/02,BRUCE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/18,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/08/02,THEODORE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/17,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/08/02,WATSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/17,RED HILL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/02,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/17,FORDE
MACROPOD,EASTERN GREY KANGAROO,DEAD,ATTENDED BUT NOT LOCATED,2016/08/02,WATSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/17,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,OTHER,ATTENDED BUT NOT LOCATED,2016/08/02,BONNER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/17,RURAL
MACROPOD,EASTERN GREY KANGAROO,OTHER,ATTENDED BUT NO ACTION REQUIRED,2016/08/02,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/17,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/01,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/17,FARRER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/08/01,GORDON
MACROPOD,WALLAROO,DEAD,CARCASS REMOVED,2017/05/17,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/01,PHILLIP
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/16,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/08/02,GARRAN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/16,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/01,RURAL
MACROPOD,WALLAROO,INJURED/SICK,EUTHANASED,2017/05/16,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/01,BRADDON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/16,RURAL
MACROPOD,WALLAROO,DEAD,CARCASS REMOVED,2016/08/01,RICHARDSON
MACROPOD,SWAMP WALLABY,DEAD,CARCASS REMOVED,2017/04/05,FYSHWICK
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/01,CALWELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/05,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/19,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/06,FORDE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/19,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/06,CASEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/20,GARRAN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/04,COOMBS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/20,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/04,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/19,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/05,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/19,JACKA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/05,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/19,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/04,FARRER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/19,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/04,MAWSON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/18,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/04,GILMORE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/18,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/04/04,BONNER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/07/19,BARTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/03,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/07/19,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/03,DENMAN PROSPECT
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/18,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/03,COOMBS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/18,RED HILL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/03,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/18,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/10,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/18,KALEEN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/10,BONYTHON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/20,AINSLIE
MACROPOD,SWAMP WALLABY,INJURED/SICK,EUTHANASED,2017/04/10,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/21,RED HILL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/11,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,OTHER,,2016/07/21,PEARCE
MACROPOD,EASTERN GREY KANGAROO,DEAD,ANIMAL DEAD ON ARRIVAL,2017/04/09,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/21,TAYLOR
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/09,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/20,HOLDER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/04/10,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/20,FORDE
MACROPOD,EASTERN GREY KANGAROO,DEAD,ATTENDED BUT NO ACTION REQUIRED,2017/04/10,FADDEN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/20,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/08,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/20,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/08,HALL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/20,WATSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/08,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/20,WATSON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/08,COOMBS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/20,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/07,NICHOLLS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/20,MONCRIEFF
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/08,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/20,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/04/08,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/20,CONDER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/08,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/20,ISABELLA PLAINS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/30,LYONS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/20,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/30,LYONS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/18,CAMPBELL
MACROPOD,RED NECKED WALLABY,DEAD,CARCASS REMOVED,2017/03/30,RURAL
MACROPOD,WALLAROO,DEAD,CARCASS REMOVED,2016/07/18,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/31,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/18,ISABELLA PLAINS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/28,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/18,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/29,WATSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/17,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/30,WRIGHT
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/17,YARRALUMLA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/03/30,DUFFY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/07/18,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/27,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/18,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/27,ACTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/17,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/27,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/17,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/27,CALWELL
MACROPOD,SWAMP WALLABY,DEAD,CARCASS REMOVED,2016/07/17,CONDER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/25,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/17,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/26,JACKA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/16,GORDON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/26,WATSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/16,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/27,DICKSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/16,DICKSON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/03,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/17,THARWA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/03,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/18,DUFFY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/04/03,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/18,DUFFY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/03,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/18,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/01,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/18,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/01,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/18,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/02,KALEEN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2016/07/18,DUFFY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/02,KALEEN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/18,PEARCE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/31,REID
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/18,LYNEHAM
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/03/31,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/18,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/31,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/18,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/31,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/18,KALEEN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/31,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/18,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/31,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/18,ISABELLA PLAINS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/31,NICHOLLS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/18,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/31,FYSHWICK
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/18,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/23,RED HILL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/18,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/24,COOMBS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/24,CONDER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/24,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/24,GORDON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/24,RURAL
MACROPOD,WALLAROO,INJURED/SICK,EUTHANASED,2017/04/23,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/25,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/23,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/24,COOMBS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/23,RED HILL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/24,RED HILL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/23,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/24,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/21,THEODORE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/22,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/22,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/24,MAWSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/23,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/24,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,ATTENDED BUT NO ACTION REQUIRED,2017/04/20,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/24,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/20,BRUCE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/23,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/21,BONNER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/23,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/04/21,MACARTHUR
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/23,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/01,THEODORE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/23,CONDER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/01,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,,ATTENDED BUT NOT LOCATED,2016/07/26,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/01,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/26,NARRABUNDAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/01,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/26,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/28,FORDE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/26,GORDON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/04/29,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/25,TORRENS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/30,ACTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/25,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/01,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/26,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/27,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/26,DOWNER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/27,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/25,ISAACS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/28,YARRALUMLA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/25,RUSSELL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/28,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/25,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/25,RED HILL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/26,O'CONNOR
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/25,KAMBAH
MACROPOD,RED NECKED WALLABY,DEAD,CARCASS REMOVED,2017/04/26,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2016/07/25,HUGHES
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/26,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/25,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/13,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/25,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/13,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/21,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/14,CONDER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/21,WATSON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/14,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/21,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/12,PHILLIP
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/22,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/04/13,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,TRAPPED,EUTHANASED,2016/07/21,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/13,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/21,NICHOLLS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/04/13,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/21,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/04/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/21,ISAACS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/04/12,LYONS
